occupation,soc_code,emp_2024,emp_2034,emp_change_num,emp_change_pct,median_wage_2024,education_required,annual_openings,automation_prob,occupation_fo,risk_tier,soc_major,occupation_group,education_level,wage_norm,edu_norm,adaptive_capacity_score,vulnerable,growth_direction,genai_exposure_2025,genai_exposure_2023,cluster,cluster_label,pca_1,pca_2
        First-line supervisors of police and detectives,33-1012,160.8,165.4,4.6,2.9,105980.0,High school diploma or equivalent,10.9,0.0044,First-line supervisors of police and detectives,Low,33,Protective Service,1.0,0.3859702708206068,0.1666666666666666,0.2763184687436367,False,Growing,0.23,0.2233333333333333,1.0,Low Exposure / Stable,0.2783804080416304,-0.969231500158742
      First-line supervisors of firefighting and prevention workers,33-1021,97.2,100.5,3.4,3.4,92430.0,Postsecondary nondegree award,6.5,0.0036,First-line supervisors of fire fighting and prevention workers,Low,33,Protective Service,,0.3169924658928935,0.1666666666666666,0.24182956627978,False,Growing,0.24,0.3133333333333333,1.0,Low Exposure / Stable,0.034723129826648,-0.6780219437657021
      Firefighters,33-2011,344.9,356.7,11.8,3.4,59530.0,Postsecondary nondegree award,27.1,0.17,Firefighters,Low,33,Protective Service,,0.1495113011606597,0.1666666666666666,0.1580889839136632,False,Growing,0.18,0.21,1.0,Low Exposure / Stable,-0.8404289504267147,-0.48619111598165515
        Fire inspectors and investigators,33-2021,14.7,15.2,0.6,3.8,78060.0,Postsecondary nondegree award,1.5,0.48,Fire inspectors and investigators,Medium,33,Protective Service,,0.2438403583791488,0.1666666666666666,0.2052535125229077,False,Growing,0.27,0.365,1.0,Low Exposure / Stable,-0.15843017331219741,-0.2506212693871011
        Forest fire inspectors and prevention specialists,33-2022,2.9,3.3,0.4,14.6,52380.0,High school diploma or equivalent,0.3,0.048,Forest fire inspectors and prevention specialists,Low,33,Protective Service,1.0,0.1131134188556302,0.1666666666666666,0.1398900427611484,False,Growing,0.26,0.42,1.0,Low Exposure / Stable,-0.7176123544192986,0.12428501272915739
        Bailiffs,33-3011,19.0,18.6,-0.4,-2.2,57050.0,High school diploma or equivalent,1.8,0.36,Bailiffs,Medium,33,Protective Service,1.0,0.1368865811443697,0.1666666666666666,0.1517766239055182,False,Declining,0.39,0.39,3.0,High Exposure / Low Resilience,-0.18468715131554295,0.8397297169258202
        Correctional officers and jailers,33-3012,387.5,357.4,-30.1,-7.8,57970.0,High school diploma or equivalent,30.1,0.6,Correctional officers and jailers,Medium,33,Protective Service,1.0,0.1415699450213805,0.1666666666666666,0.1541183058440236,False,Declining,0.14,0.13,1.0,Low Exposure / Stable,-1.0069246974138255,-0.7042381318857422
      Detectives and criminal investigators,33-3021,117.9,117.1,-0.8,-0.7,93580.0,High school diploma or equivalent,7.8,0.34,Detectives and criminal investigators,Medium,33,Protective Service,1.0,0.3228466707391569,0.1666666666666666,0.2447566687029118,False,Declining,0.23,0.2,1.0,Low Exposure / Stable,0.02461519530663548,-0.7586825223989838
      Fish and game wardens,33-3031,7.0,6.6,-0.4,-6.0,68180.0,Bachelor's degree,0.5,0.08,Fish and game wardens,Low,33,Protective Service,4.0,0.1935451028303807,0.6666666666666666,0.4301058847485237,False,Declining,0.2,0.21,2.0,High Exposure / Adaptable,0.5587703606906568,-0.794441464851075
      Parking enforcement workers,33-3041,8.4,8.2,-0.1,-1.5,47150.0,High school diploma or equivalent,0.7,0.84,Parking enforcement workers,High,33,Protective Service,1.0,0.0864895133374058,0.1666666666666666,0.1265780900020362,False,Declining,0.2,0.21,1.0,Low Exposure / Stable,-1.0264996414164274,-0.15371401550393293
        Police and sheriff's patrol officers,33-3051,698.8,720.8,22.0,3.1,76290.0,High school diploma or equivalent,53.7,0.098,Police and sheriff's patrol officers,Low,33,Protective Service,1.0,0.2348299735288128,0.1666666666666666,0.2007483200977397,False,Growing,0.23,0.235,1.0,Low Exposure / Stable,-0.3292235569665947,-0.46510253647428906
        Transit and railroad police,33-3052,3.1,3.2,0.1,3.0,82320.0,High school diploma or equivalent,0.2,0.57,Transit and railroad police,Medium,33,Protective Service,1.0,0.2655263693748727,0.1666666666666666,0.2160965180207696,False,Growing,0.14,0.15,1.0,Low Exposure / Stable,-0.5086034933737357,-1.1176951970833313
      Animal control workers,33-9011,12.2,12.7,0.5,3.9,45830.0,High school diploma or equivalent,1.3,0.21,Animal control workers,Low,33,Protective Service,1.0,0.0797699042964772,0.1666666666666666,0.1232182854815719,False,Growing,0.2,0.21,1.0,Low Exposure / Stable,-1.053513357610798,-0.1313007372262811
      Private detectives and investigators,33-9021,43.6,46.2,2.6,6.0,52370.0,High school diploma or equivalent,3.9,0.31,Private detectives and investigators,Medium,33,Protective Service,1.0,0.1130625127265322,0.1666666666666666,0.1398645896965994,False,Growing,0.39,0.39,3.0,High Exposure / Low Resilience,-0.2804630541864924,0.9191949762738578
        Gambling surveillance officers and gambling investigators,33-9031,10.3,10.3,0.0,0.3,43900.0,High school diploma or equivalent,1.3,0.95,Gaming surveillance officers and gaming investigators,High,33,Protective Service,1.0,0.0699450213805742,0.1666666666666666,0.1183058440236204,True,Growing,0.295,0.28,1.0,Low Exposure / Stable,-0.7734058757552558,0.4822418521327188
        Security guards,33-9032,1262.1,1267.1,5.1,0.4,38370.0,High school diploma or equivalent,161.0,0.84,Security guards,High,33,Protective Service,1.0,0.0417939319894115,0.1666666666666666,0.1042302993280391,True,Growing,0.2,0.17,1.0,Low Exposure / Stable,-1.2061817839820124,-0.00463175544500758
        Crossing guards and flaggers,33-9091,91.4,94.7,3.3,3.6,37700.0,No formal educational credential,18.0,0.49,Crossing guards,Medium,33,Protective Service,0.0,0.0383832213398493,0.0,0.0191916106699246,False,Growing,0.2,0.21,1.0,Low Exposure / Stable,-1.6048574205386856,0.10129240624622803
"        Lifeguards, ski patrol, and other recreational protective service workers",33-9092,149.7,158.4,8.7,5.8,33720.0,No formal educational credential,42.7,0.67,"Lifeguards, ski patrol, and other recreational protective service workers",Medium,33,Protective Service,0.0,0.0181225819588678,0.0,0.0090612909794339,False,Growing,0.2,0.21,1.0,Low Exposure / Stable,-1.6863078678520147,0.1688718362046021
      Chefs and head cooks,35-1011,197.3,211.3,14.0,7.1,60990.0,High school diploma or equivalent,24.4,0.1,Chefs and head cooks,Low,35,Food Preparation,1.0,0.1569435960089595,0.1666666666666666,0.161805131337813,False,Growing,0.25,0.26,1.0,Low Exposure / Stable,-0.5750518625680964,-0.08304454768539855
      First-line supervisors of food preparation and serving workers,35-1012,1215.0,1288.0,73.0,6.0,42010.0,High school diploma or equivalent,183.9,0.63,First-line supervisors of food preparation and serving workers,Medium,35,Food Preparation,1.0,0.0603237629810629,0.1666666666666666,0.1134952148238647,False,Growing,0.215,0.225,1.0,Low Exposure / Stable,-1.081225497821087,0.02526272011127814
"        Cooks, fast food",35-2011,669.5,579.2,-90.3,-13.5,30160.0,No formal educational credential,82.1,0.81,"Cooks, fast food",High,35,Food Preparation,0.0,0.0,0.0,0.0,True,Declining,0.18,0.12,1.0,Low Exposure / Stable,-1.8264482648458347,0.10705205068579426
"        Cooks, institution and cafeteria",35-2012,466.1,475.4,9.3,2.0,36450.0,No formal educational credential,69.7,0.83,"Cooks, institution and cafeteria",High,35,Food Preparation,0.0,0.0320199552026063,0.0,0.0160099776013031,True,Growing,0.18,0.19,1.0,Low Exposure / Stable,-1.697723814192358,0.00024938374153026736
"        Cooks, private household",35-2013,34.2,36.0,1.7,5.1,44530.0,Postsecondary nondegree award,5.3,0.3,"Cooks, private household",Medium,35,Food Preparation,,0.0731521075137446,0.1666666666666666,0.1199093870902056,False,Growing,0.18,0.19,1.0,Low Exposure / Stable,-1.1474029980900144,-0.23149477191743179
"        Cooks, restaurant",35-2014,1460.2,1677.2,217.0,14.9,36830.0,No formal educational credential,250.7,0.96,"Cooks, restaurant",High,35,Food Preparation,0.0,0.0339543881083282,0.0,0.0169771940541641,True,Growing,0.18,0.19,1.0,Low Exposure / Stable,-1.689947138318221,-0.00620292364143022
"        Cooks, short order",35-2015,151.1,142.7,-8.4,-5.6,35620.0,No formal educational credential,20.6,0.94,"Cooks, short order",High,35,Food Preparation,0.0,0.027794746487477,0.0,0.0138973732437385,True,Declining,0.18,0.155,1.0,Low Exposure / Stable,-1.7147097114963938,0.014342581446417224
      Food preparation workers,35-2021,902.7,871.8,-30.9,-3.4,34220.0,No formal educational credential,148.0,0.87,Food preparation workers,High,35,Food Preparation,0.0,0.020667888413765,0.0,0.0103339442068825,True,Declining,0.13,0.08,1.0,Low Exposure / Stable,-1.9115736801492949,-0.26755505438271343
      Bartenders,35-3011,756.7,801.5,44.8,5.9,33530.0,No formal educational credential,129.6,0.77,Bartenders,High,35,Food Preparation,0.0,0.0171553655060069,0.0,0.0085776827530034,True,Growing,0.26,0.22,1.0,Low Exposure / Stable,-1.488340536743891,0.5389011434262316
      Waiters and waitresses,35-3031,2329.7,2313.5,-16.3,-0.7,33760.0,No formal educational credential,456.7,0.94,Waiters and waitresses,High,35,Food Preparation,0.0,0.0183262064752596,0.0,0.0091631032376298,True,Declining,0.28,0.32,1.0,Low Exposure / Stable,-1.4163483783313233,0.6572635173272969
"      Food servers, nonrestaurant",35-3041,277.2,285.3,8.2,3.0,34460.0,No formal educational credential,48.0,0.86,"Food servers, nonrestaurant",High,35,Food Preparation,0.0,0.0218896355121156,0.0,0.0109448177560578,True,Growing,0.25,0.25,1.0,Low Exposure / Stable,-1.5029507572962988,0.4619761111725584
      Dining room and cafeteria attendants and bartender helpers,35-9011,527.4,560.6,33.1,6.3,32670.0,No formal educational credential,99.6,0.91,Dining room and cafeteria attendants and bartender helpers,High,35,Food Preparation,0.0,0.0127774384035837,0.0,0.0063887192017918,True,Growing,0.185,0.135,1.0,Low Exposure / Stable,-1.7582599684497435,0.09499979190656034
      Dishwashers,35-9021,477.7,478.6,0.9,0.2,33670.0,No formal educational credential,76.8,0.77,Dishwashers,High,35,Food Preparation,0.0,0.0178680513133781,0.0,0.008934025656689,True,Growing,0.13,0.08,1.0,Low Exposure / Stable,-1.9228293952302826,-0.2582161884336919
"      Hosts and hostesses, restaurant, lounge, and coffee shop",35-9031,429.9,423.5,-6.4,-1.5,30380.0,No formal educational credential,107.7,0.97,"Hosts and hostesses, restaurant, lounge, and coffee shop",High,35,Food Preparation,0.0,0.0011199348401547,0.0,0.0005599674200773,True,Declining,0.21,0.12,1.0,Low Exposure / Stable,-1.721018144290844,0.2867180810712605
      First-line supervisors of housekeeping and janitorial workers,37-1011,269.8,276.4,6.7,2.5,47520.0,High school diploma or equivalent,33.0,0.94,First-line Supervisors of housekeeping and janitorial workers,High,37,Building & Grounds,1.0,0.0883730401140297,0.1666666666666666,0.1275198533903482,False,Growing,0.21,0.2299999999999999,1.0,Low Exposure / Stable,-0.9852850033998676,-0.09886266640249235
"      First-line supervisors of landscaping, lawn service, and groundskeeping workers",37-1012,224.7,230.0,5.2,2.3,56170.0,High school diploma or equivalent,23.2,0.57,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",Medium,37,Building & Grounds,1.0,0.1324068417837507,0.1666666666666666,0.1495367542252087,False,Growing,0.155,0.145,1.0,Low Exposure / Stable,-0.9932976658721238,-0.5819737822154981
"        Janitors and cleaners, except maids and housekeeping cleaners",37-2011,2447.7,2495.5,47.8,2.0,35930.0,No formal educational credential,351.3,0.66,"Janitors and cleaners, except maids and housekeeping cleaners",Medium,37,Building & Grounds,0.0,0.0293728364895133,0.0,0.0146864182447566,False,Growing,0.1666666666666666,0.1866666666666666,1.0,Low Exposure / Stable,-1.753222396521395,-0.07243295489316605
        Maids and housekeeping cleaners,37-2012,1356.8,1362.8,6.0,0.4,34660.0,No formal educational credential,193.5,0.69,Maids and housekeeping cleaners,Medium,37,Building & Grounds,0.0,0.0229077580940745,0.0,0.0114538790470372,False,Growing,0.13,0.12,1.0,Low Exposure / Stable,-1.9025691080845046,-0.27502614714193063
      Pest control workers,37-2021,102.4,107.5,5.1,4.9,44730.0,High school diploma or equivalent,13.4,0.66,Pest control workers,Medium,37,Building & Grounds,1.0,0.0741702300957035,0.1666666666666666,0.1204184483811851,False,Growing,0.13,0.14,1.0,Low Exposure / Stable,-1.3115230683254968,-0.5405600177800797
      Landscaping and groundskeeping workers,37-3011,1192.5,1235.0,42.4,3.6,38090.0,No formal educational credential,158.2,0.95,Landscaping and groundskeeping workers,High,37,Building & Grounds,0.0,0.0403685603746691,0.0,0.0201842801873345,True,Growing,0.12,0.1,1.0,Low Exposure / Stable,-1.8660169873596952,-0.3944005700729747
"      Pesticide handlers, sprayers, and applicators, vegetation",37-3012,29.6,30.7,1.1,3.8,45200.0,High school diploma or equivalent,4.1,0.97,"Pesticide handlers, sprayers, and applicators, vegetation",High,37,Building & Grounds,1.0,0.0765628181633068,0.1666666666666666,0.1216147424149867,True,Growing,0.13,0.14,1.0,Low Exposure / Stable,-1.3019045481653801,-0.5485405032274252
      Tree trimmers and pruners,37-3013,60.1,62.1,2.0,3.3,50430.0,High school diploma or equivalent,7.4,0.77,Tree trimmers and pruners,High,37,Building & Grounds,1.0,0.1031867236815312,0.1666666666666666,0.1349266951740989,False,Growing,0.18,0.15,1.0,Low Exposure / Stable,-1.0266598726757832,-0.3316753339160263
      Animal trainers,39-2011,47.3,49.8,2.4,5.1,38750.0,High school diploma or equivalent,7.1,0.1,Animal trainers,Low,39,Personal Care,1.0,0.0437283648951333,0.1666666666666666,0.1051975157809,False,Growing,0.14,0.16,1.0,Low Exposure / Stable,-1.400260777153067,-0.37788721635811734
      Animal caretakers,39-2021,392.1,439.6,47.6,12.1,33470.0,High school diploma or equivalent,74.6,0.82,Nonfarm animal caretakers,High,39,Personal Care,1.0,0.0168499287314192,0.1666666666666666,0.0917582976990429,True,Growing,0.14,0.16,1.0,Low Exposure / Stable,-1.5083156419305488,-0.2882341032475107
        Gambling dealers,39-3011,88.7,88.1,-0.6,-0.6,33280.0,High school diploma or equivalent,14.1,0.96,Gaming dealers,High,39,Personal Care,1.0,0.0158827122785583,0.1666666666666666,0.0912746894726125,True,Declining,0.45,0.52,3.0,High Exposure / Low Resilience,-0.46928302313412684,1.610141677016409
        Gambling and sports book writers and runners,39-3012,8.2,7.7,-0.5,-6.1,30460.0,High school diploma or equivalent,1.2,0.91,Gaming and sports book writers and runners,High,39,Personal Care,1.0,0.0015271838729382,0.1666666666666666,0.0840969252698024,True,Declining,0.45,0.52,3.0,High Exposure / Low Resilience,-0.5269941440948274,1.658024589700483
      Motion picture projectionists,39-3021,2.0,2.0,-0.1,-3.7,38180.0,No formal educational credential,0.5,0.97,Motion picture projectionists,High,39,Personal Care,0.0,0.0408267155365505,0.0,0.0204133577682752,True,Declining,0.29,0.38,1.0,Low Exposure / Stable,-1.2922507474456728,0.6433468535313973
"      Ushers, lobby attendants, and ticket takers",39-3031,121.7,123.1,1.4,1.2,31150.0,No formal educational credential,30.8,0.96,"Ushers, lobby attendants, and ticket takers",High,39,Personal Care,0.0,0.0050397067806964,0.0,0.0025198533903482,True,Growing,0.29,0.38,1.0,Low Exposure / Stable,-1.4361192511172056,0.762714540116163
        Amusement and recreation attendants,39-3091,392.3,405.5,13.2,3.4,30490.0,No formal educational credential,102.4,0.72,Amusement and recreation attendants,High,39,Personal Care,0.0,0.0016799022602321,0.0,0.000839951130116,True,Growing,0.235,0.27,1.0,Low Exposure / Stable,-1.6346604725058167,0.4376849551856852
        Costume attendants,39-3092,6.7,7.1,0.4,5.9,54810.0,High school diploma or equivalent,1.8,0.61,Costume attendants,Medium,39,Personal Care,1.0,0.1254836082264304,0.1666666666666666,0.1460751374465485,False,Growing,,,,,,
"        Locker room, coatroom, and dressing room attendants",39-3093,15.6,16.6,1.0,6.4,34800.0,High school diploma or equivalent,4.2,0.43,"Locker room, coatroom, and dressing room attendants",Medium,39,Personal Care,1.0,0.0236204439014457,0.1666666666666666,0.0951435552840562,False,Growing,0.29,0.38,1.0,Low Exposure / Stable,-0.9764581037580902,0.6061907047375016
        Embalmers,39-4011,3.6,3.7,0.0,1.3,56280.0,Associate's degree,0.6,0.54,Embalmers,Medium,39,Personal Care,3.0,0.1329668092038281,0.5,0.316483404601914,False,Growing,0.17,0.11,1.0,Low Exposure / Stable,-0.17065434740586935,-0.6812362170021659
      Funeral attendants,39-4021,32.5,33.5,1.0,3.1,34610.0,High school diploma or equivalent,5.7,0.37,Funeral attendants,Medium,39,Personal Care,1.0,0.0226532274485848,0.1666666666666666,0.0946599470576257,False,Growing,0.17,0.11,1.0,Low Exposure / Stable,-1.3840577797855418,-0.12418944863131727
        Barbers,39-5011,76.0,79.2,3.1,4.1,38960.0,Postsecondary nondegree award,8.4,0.8,Barbers,High,39,Personal Care,,0.0447973936061901,0.1666666666666666,0.1057320301364284,True,Growing,0.17,0.22,1.0,Low Exposure / Stable,-1.2950353059631852,-0.19805138840994163
"        Hairdressers, hairstylists, and cosmetologists",39-5012,575.2,607.4,32.2,5.6,35250.0,Postsecondary nondegree award,75.8,0.11,"Hairdressers, hairstylists, and cosmetologists",Low,39,Personal Care,,0.0259112197108531,0.1666666666666666,0.0962889431887599,False,Growing,0.175,0.22,1.0,Low Exposure / Stable,-1.3541389146648088,-0.10448956318387824
"        Makeup artists, theatrical and performance",39-5091,7.0,7.6,0.6,8.1,50280.0,Postsecondary nondegree award,1.1,0.01,"Makeup artists, theatrical and performance",Low,39,Personal Care,,0.1024231317450621,0.1666666666666666,0.1345448992058643,False,Growing,0.18,0.22,1.0,Low Exposure / Stable,-1.029729613152416,-0.32912837047538424
